"appt_number";"xa_original_agency";"xa_work_type";"status";"fecha"
"1330214403";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330380625";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330663093";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330731517";"VINA DEL MAR";"At------At";"complete";"8/14/2026"
"1330735018";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330755419";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330791562";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330149137";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330200112";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1330317118";"VALPARAISO";"At------At";"complete";"8/12/2026"
"1330339679";"SAN ANTONIO";"At--------";"complete";"8/11/2026"
"1330400721";"VINA DEL MAR";"At------At";"complete";"8/11/2026"
"1330456513";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1330487538";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330511056";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330531044";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330576347";"VALPARAISO";"At--------";"complete";"8/9/2026"
"1330664634";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330732371";"SAN ANTONIO";"At--------";"complete";"8/11/2026"
"1330735859";"SAN ANTONIO";"At------At";"complete";"8/11/2026"
"1330791878";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1330794131";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330808249";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1330094702";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330094766";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1330149744";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330257466";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1330257581";"VALPARAISO";"At--------";"complete";"8/9/2026"
"1330277777";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330317880";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330319148";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1330319661";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330523148";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330643011";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330669488";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330669562";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1330732850";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330736669";"VINA DEL MAR";"At------At";"complete";"8/11/2026"
"1330073669";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1330203779";"VINA DEL MAR";"At--------";"complete";"8/13/2026"
"1330238376";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330297606";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330320019";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330384087";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1330469496";"VALPARAISO";"At------At";"complete";"8/10/2026"
"1330532204";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330532303";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1330577966";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330609600";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330619783";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330684252";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330709923";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1331662633";"SAN ANTONIO";"At--------";"complete";"8/11/2026"
"1331723183";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1331745981";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330064596";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330097713";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330321126";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1330343277";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330362223";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330422814";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1330477482";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1330489779";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330502278";"VINA DEL MAR";"At------At";"complete";"8/11/2026"
"1330602134";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1330610579";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330620246";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330677226";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330700759";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330711084";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1330744531";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330890845";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1331738227";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1330069669";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330069784";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330074314";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1330074350";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330219860";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1330281565";"VINA DEL MAR";"At------At";"complete";"8/14/2026"
"1330303456";"VALPARAISO";"At--------";"complete";"8/14/2026"
"1330324181";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330344035";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330423196";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330423464";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1330490266";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330523931";"VALPARAISO";"At------At";"complete";"8/12/2026"
"1330603122";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330752452";"VALPARAISO";"At--------";"complete";"8/14/2026"
"1331751188";"VINA DEL MAR";"At------At";"complete";"8/11/2026"
"1331797403";"VALPARAISO";"At------At";"complete";"8/14/2026"
"1331805177";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1331811829";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1331816155";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1331817520";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1331822566";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1330074442";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330206362";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1330206488";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330242973";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1330407829";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1330444803";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1330460511";"SAN ANTONIO";"At--------";"complete";"8/6/2026"
"1330470720";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330503469";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1330603391";"VINA DEL MAR";"At------At";"complete";"8/13/2026"
"1330603425";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330672124";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330693694";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1331777525";"SAN ANTONIO";"At------At";"complete";"8/11/2026"
"1331778549";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1331813277";"VINA DEL MAR";"At--------";"complete";"8/9/2026"
"1331825505";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1331840942";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1331841529";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1331865417";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1331880941";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330098735";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1330284328";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330445232";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1330512749";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1330519587";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330621806";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1330679108";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330775056";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1331920655";"VALPARAISO";"At------At";"complete";"8/11/2026"
"1331927905";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1331929893";"VINA DEL MAR";"AtAt------";"complete";"8/12/2026"
"1330190761";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330305174";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330305512";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1330305758";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1330347431";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330348249";"VINA DEL MAR";"At------At";"complete";"8/12/2026"
"1330410393";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330427200";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1330449339";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1330471704";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330481018";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1330481179";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1330524740";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330604577";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1330612873";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330622668";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1331865807";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1331884153";"VALPARAISO";"At------At";"complete";"8/11/2026"
"1331935652";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1331935679";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330065915";"SAN ANTONIO";"At--------";"complete";"8/12/2026"
"1330191268";"VALPARAISO";"At--------";"complete";"8/11/2026"
"1330224772";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330224831";"VALPARAISO";"At------At";"complete";"8/7/2026"
"1330308438";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330348436";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330481384";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330505957";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330525157";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330525191";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1330525374";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1331906599";"VINA DEL MAR";"At------At";"complete";"8/13/2026"
"1331914005";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1331937881";"SAN ANTONIO";"At------At";"complete";"8/10/2026"
"1331947121";"SAN ANTONIO";"At------At";"complete";"8/11/2026"
"1331950632";"VINA DEL MAR";"At------At";"complete";"8/7/2026"
"1331963854";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1330777402";"VINA DEL MAR";"At--------";"complete";"8/10/2026"
"1330071185";"VALPARAISO";"At------At";"complete";"8/10/2026"
"1330210140";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330265841";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330308967";"VINA DEL MAR";"At------At";"complete";"8/11/2026"
"1330472644";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1330525568";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1330584032";"VALPARAISO";"At------At";"complete";"8/10/2026"
"1330704800";"VALPARAISO";"At--------";"complete";"8/11/2026"
"1331908539";"VINA DEL MAR";"At--------";"complete";"8/12/2026"
"1331979949";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330781256";"SAN ANTONIO";"At------At";"complete";"8/10/2026"
"1330790658";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330794411";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330172683";"VALPARAISO";"At--------";"complete";"8/14/2026"
"1330212025";"SAN ANTONIO";"At--------";"complete";"8/8/2026"
"1330351524";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330373570";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1330395132";"VINA DEL MAR";"At--------";"complete";"8/6/2026"
"1330482717";"VALPARAISO";"At------At";"complete";"8/10/2026"
"1330514900";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330537398";"SAN ANTONIO";"At------At";"complete";"8/10/2026"
"1331986398";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1331991453";"VALPARAISO";"At--------";"complete";"8/11/2026"
"1330792228";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330796768";"VALPARAISO";"At--------";"complete";"8/10/2026"
"1330796819";"VINA DEL MAR";"At--------";"complete";"8/11/2026"
"1330805385";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1330814380";"VALPARAISO";"At------At";"complete";"8/10/2026"
"1330829441";"VALPARAISO";"At--------";"complete";"8/8/2026"
"1330071512";"SAN ANTONIO";"At--------";"complete";"8/10/2026"
"1330071590";"SAN ANTONIO";"At------At";"complete";"8/6/2026"
"1330194101";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330230489";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1330432186";"VINA DEL MAR";"At------At";"complete";"8/8/2026"
"1325785942";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1325788227";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1326437141";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326702851";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327311641";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1327322793";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327322797";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327366912";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1327366964";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327380195";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327399737";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327402209";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327403046";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327425912";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1327535385";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327554207";"SAN ANTONIO";"At------At";"complete";"8/12/2026"
"1317085189";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1323495177";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1324649003";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1324962296";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1325129480";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325325411";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325559277";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1325790006";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1325792480";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1325794469";"SAN ANTONIO";"At--------";"complete";"8/3/2026"
"1326346389";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326710533";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327113983";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1327265177";"VALPARAISO";"At--------";"complete";"8/6/2026"
"1327284631";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327294376";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1327304525";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1327359405";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327367456";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1327368247";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1327406998";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1327414007";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1327417744";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327656097";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1323508025";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1324460876";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1325331391";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325331942";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1325857236";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1325858493";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1326142642";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1326779349";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327115537";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327116619";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327119875";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1327266095";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327280036";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327335490";"VALPARAISO";"At------At";"complete";"8/12/2026"
"1327360165";"VINA DEL MAR";"At--------";"complete";"8/2/2026"
"1327430803";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327658518";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1328055913";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1322880764";"VALPARAISO";"At--------";"complete";"8/7/2026"
"1323081841";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1323082848";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1324487260";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1326765087";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327267204";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1327348872";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1327412619";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327419604";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327684470";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327691150";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327707204";"VALPARAISO";"At--------";"complete";"8/5/2026"
"1322369832";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1325144605";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325702351";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1326156103";"SAN ANTONIO";"At------At";"complete";"8/1/2026"
"1326459459";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326781454";"VALPARAISO";"At------At";"complete";"8/3/2026"
"1327194942";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1327298959";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327306636";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327326455";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1327420088";"SAN ANTONIO";"At--------";"complete";"8/3/2026"
"1327420504";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1327428599";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1325253028";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1325662961";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1325705080";"VALPARAISO";"At--------";"complete";"8/13/2026"
"1326158199";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1326466865";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326649742";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1326766140";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326785135";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1327128465";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1327202030";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327352725";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327756575";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1327759914";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1323138725";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1323542607";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325254823";"VALPARAISO";"At------At";"complete";"8/5/2026"
"1325255540";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325592730";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325752962";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1326382043";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326468747";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1326470902";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326786863";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327137431";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327292227";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327309708";"VINA DEL MAR";"At--------";"complete";"8/2/2026"
"1327309716";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327317292";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1327327608";"SAN ANTONIO";"At------At";"complete";"8/5/2026"
"1327666245";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327767914";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1327790588";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327795249";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1322924127";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1322928489";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1324796522";"VINA DEL MAR";"At------At";"complete";"8/5/2026"
"1324995609";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1325083239";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1325266022";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1325756904";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327057230";"SAN ANTONIO";"At--------";"complete";"8/3/2026"
"1327142851";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1327144444";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327145082";"VINA DEL MAR";"At--------";"complete";"8/7/2026"
"1327329398";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327373535";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1327444312";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1327667752";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327821696";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1327821868";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1318075154";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1323153918";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325086004";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1325086106";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325175360";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325267665";"VINA DEL MAR";"At------At";"complete";"8/6/2026"
"1325380587";"VALPARAISO";"At--------";"complete";"8/4/2026"
"1326400951";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1326800220";"SAN ANTONIO";"At--------";"complete";"8/4/2026"
"1327071988";"VALPARAISO";"At------At";"complete";"8/4/2026"
"1327149020";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327330621";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327342049";"SAN ANTONIO";"At------At";"complete";"8/7/2026"
"1327364116";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1318153515";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1323571596";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1324563158";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1324837924";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1325669148";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1325764877";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325893085";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1326100847";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326104315";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326749412";"SAN ANTONIO";"At--------";"complete";"8/3/2026"
"1326769911";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326769925";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1326804989";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327321761";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327342422";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1327615554";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327811486";"VINA DEL MAR";"At------At";"complete";"8/4/2026"
"1327852675";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1327915927";"SAN ANTONIO";"At------At";"complete";"8/1/2026"
"1324575127";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1325280097";"VINA DEL MAR";"At------At";"complete";"8/3/2026"
"1325767362";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1325767542";"VINA DEL MAR";"At------At";"complete";"8/1/2026"
"1326106955";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1326571194";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1326750062";"VINA DEL MAR";"At--------";"complete";"8/5/2026"
"1326771077";"VALPARAISO";"At--------";"complete";"8/1/2026"
"1326813816";"VALPARAISO";"At--------";"complete";"8/3/2026"
"1327355728";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327619918";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1327894768";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327907252";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1327925740";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
"1327968924";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1322661214";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1323426803";"VALPARAISO";"At--------";"complete";"8/11/2026"
"1325014190";"VALPARAISO";"At------At";"complete";"8/6/2026"
"1325094215";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326110675";"VINA DEL MAR";"At--------";"complete";"8/1/2026"
"1326490723";"SAN ANTONIO";"At------At";"complete";"8/1/2026"
"1326680996";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1326752276";"VALPARAISO";"At------At";"complete";"8/3/2026"
"1326752458";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1326771642";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327224210";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327377589";"SAN ANTONIO";"At--------";"complete";"8/5/2026"
"1327388942";"SAN ANTONIO";"At------At";"complete";"8/3/2026"
"1327651803";"SAN ANTONIO";"At--------";"complete";"8/1/2026"
"1327874842";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327876362";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1327903655";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1327928684";"VINA DEL MAR";"At--------";"complete";"8/4/2026"
"1327936155";"VINA DEL MAR";"At------At";"complete";"8/10/2026"
"1327971793";"VINA DEL MAR";"At--------";"complete";"8/8/2026"
"1327990641";"VALPARAISO";"AtAt------";"complete";"8/3/2026"
"1325100026";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325832007";"VINA DEL MAR";"At--------";"complete";"8/3/2026"
"1325901233";"VALPARAISO";"At------At";"complete";"8/1/2026"
"1326111407";"SAN ANTONIO";"At--------";"complete";"8/7/2026"
